,items
30726,134393
30727,1440124,181161,387281,1842150,615644
30728,1889597
30729,141761,141300
30730,130259
30731,131698
30732,158028
30733,1655531
30734,1077123
30735,870184
30736,866304
30737,2098200,1330312
30738,1207360
30739,1454376
30740,193179
30741,1841429
30742,915376
30743,878388
30744,153475
30745,142179
30746,126335
30747,145906
30748,1687082
30749,168592
30750,1420770
30751,126335
30752,1916904
30753,127865
30754,921642
30755,1276025
30756,432268
30757,1996590
30758,123373
30759,708064
30760,1901073,1448967,1126889
30761,2269659
30762,1922553,293358
30763,140877
30764,1581933
30765,2775745
30766,2405283
30767,145906
30768,1991314
30769,1158451
30770,169961
30771,137585
30772,2650253
30773,1402140
30774,1099773
30775,522755
30776,241019
30777,1592185
30778,268562
30779,1433766
30780,187164
30781,152836
30782,550590
30783,1993236
30784,673166
30785,1731993
30786,450618
30787,145906
30788,1010328
30789,190529
30790,925665
30791,649983
30792,1981289
30793,756784
30794,1730006,618661,365727,2066274,2406172
30795,527885,1889597
30796,2552714,475271,2045492
30797,1198944
30798,1821048,1364569,396259
30799,450618
30800,993753
30801,1635675
30802,1211562,430708
30803,280734
30804,2877562
30805,699225
30806,2426137
30807,870184
30808,1662825
30809,1334351
30810,2631147,361530,2356401
30811,132738
30812,145906
30813,1959943
30814,136110
30815,1420770
30816,305868
30817,1640972
30818,2590191,366475,1746190
30819,920927
30820,127081
30821,1882156,1711225
30822,1860720
30823,132738
30824,2215258,1319519
30825,2833955
30826,288472
30827,724319
30828,123793
30829,144931
30830,125465
30831,1729496
30832,619157
30833,1741645
30834,323450
30835,1687082
30836,136860
30837,164593
30838,1308013,1982904
30839,124204
30840,174086
30841,880935
30842,126335
30843,2463317
30844,182578
30845,466944
30846,164593
30847,1110985
30848,145906
30849,2720289
30850,183945,169961
30851,140877
30852,124204
30853,127865
30854,943243
30855,1312996
30856,180014
30857,1689209
30858,132738
30859,160612
30860,1252971
30861,2828426
30862,1655531
30863,125465
30864,130259
30865,183194
30866,1313942
30867,468314
30868,1812370
30869,242661
30870,148089,730008
30871,1918815
30872,134849
30873,283978
30874,1496861
30875,430708
30876,466944
30877,2752000,2303880
30878,1667586
30879,154823
30880,174086
30881,1337205
30882,123793
30883,571441
30884,2531493
30885,126335
30886,204063
30887,2460620
30888,1041657
30889,1992625,552889
30890,1281064
30891,1962198
30892,987052
30893,131117
30894,1463604
30895,1662825
30896,154652
30897,160612
30898,263699
30899,144714
30900,320279,1959943,288700
30901,346143
30902,932347
30903,2463317
30904,176025,148089,693185
30905,1695878
30906,177394,384260
30907,125424
30908,181737
30909,266651,517802
30910,1328011
30911,1854157,193179
30912,1429022
30913,1565667
30914,492247
30915,1236359
30916,569795
30917,152662
30918,1992625
30919,1146287
30920,344794
30921,143094
30922,730008
30923,168610
30924,253667
30925,2856326
30926,2885734
30927,2460620
30928,1207217
30929,461413
30930,144051
30931,1408529
30932,544964
30933,136110
30934,865585
30935,2642307
30936,862446
30937,1273589
30938,350977
30939,2531493
30940,305868
30941,162634
30942,1797023
30943,1729496
30944,1433766
30945,180014
30946,985087
30947,218606
30948,903647
30949,1082384
30950,126335
30951,763288
30952,331636
30953,132738
30954,937638
30955,218606
30956,2004607
30957,2844327,2526108
30958,836119
30959,2816877
30960,232899
30961,1582012,1525577,391525
30962,714374
30963,849468
30964,341294
30965,1418138
30966,174086
30967,131533
30968,125465
30969,155735
30970,137585
30971,1916904
30972,1449570,815195,503009
30973,172027
30974,344292
30975,158794
30976,1849737
30977,498544
30978,1859039
30979,132738
30980,1836919
30981,2586147
30982,2687363
30983,240208
30984,1913402
30985,152836
30986,671958
30987,1482569
30988,174086
30989,128959
30990,124204
30991,127865
30992,2783742
30993,1878529
30994,903647,1364569,125465
30995,350549
30996,1951265,1738544
30997,934639,1634527
30998,134015
30999,1528722
31000,141548
31001,151551
31002,148089
31003,2469789,2840984,824318
31004,1859039
31005,1366101,986324
31006,1982904
31007,918064
31008,1920477
31009,162634
31010,1031440
31011,1463543
31012,136110
31013,756784
31014,2505803
31015,2783742
31016,1016759
31017,755371
31018,2116359,2851639,2174236
31019,199457
31020,184374
31021,617766
31022,450618
31023,1505652
31024,1453647
31025,147594
31026,176490
31027,1992625
31028,269172
31029,136110
31030,188052
31031,1851598
31032,175496
31033,496108
31034,1478427
31035,247349
31036,1227811
31037,141300
31038,2941958
31039,1361162
31040,1111873
31041,131533
31042,1057664
31043,1738544
31044,2557055
31045,1126394
31046,2396177,682043,2516218,561264
31047,658625
31048,126335
31049,131533
31050,709521
31051,194232
31052,1468203
31053,138431
31054,325470
31055,443464,1076484
31056,693849
31057,1730006,937638
31058,1069265
31059,1788819
31060,1400746
31061,1576942
31062,124204
31063,1044663
31064,522755
31065,1858651
31066,132135
31067,1473668
31068,1553158
31069,174086
31070,125465
31071,2343054
31072,933074
31073,1869763
31074,371022
31075,1769705
31076,1411562,2325393
31077,2424628
31078,2673488
31079,1294852
31080,1463543
31081,1396660
31082,130727,144051
31083,1019819
31084,1312996
31085,467091
31086,1173459
31087,135459
31088,137585
31089,607186
31090,1661761
31091,871903,1112658
31092,2696735
31093,131533
31094,1159412
31095,152836
31096,986324
31097,833666
31098,1731270
31099,131698
31100,149739
31101,1693615
31102,1378631,1212992,870184
31103,429191,932347
31104,1988815
31105,1962198
31106,1737394
31107,241461
31108,2252812
31109,566327
31110,1631851
31111,862446
31112,126335,174086
31113,1607852
31114,1063761
31115,127495
31116,1697200
31117,323450
31118,145906
31119,134849
31120,987569
31121,177394,301873
31122,126335
31123,654025
31124,601482
31125,152662
31126,1172052
31127,1038233
31128,1188641
31129,2254041,2861781
31130,180843
31131,2321411,2114572,2169581
31132,301873
31133,140321,130259,148089
31134,128959
31135,1996590
31136,155381
31137,1621234
31138,350461
31139,784545
31140,135750
31141,1113191,1842150
31142,1462873
31143,1351623
31144,135750
31145,336097
31146,849468
31147,183194
31148,476730
31149,136110
31150,169961
31151,948002
31152,523845
31153,172027
31154,952053
31155,1180533
31156,1769705
31157,193179
31158,1325648
31159,340327,450618,930279
31160,1337205
31161,2155094
31162,123373
31163,182915
31164,177394
31165,858304
31166,1645046,1092231
31167,124553
31168,737598
31169,1624452
31170,1896920
31171,832622,584806,285225,1312996
31172,1316404,1730182
31173,1107693,240137
31174,2783742,1621234
31175,925104,1223725,1422015,1447941
31176,208647,2087286,750005,1108555,1273149,1429859
31177,985087,2470762,1476974
31178,1114041,1973037,1390469
31179,1770781
31180,1892264
31181,671958,871172,2932257,2044701,947192,2574712
31182,276763
31183,1576857,618661,232383,1822664
31184,1600987,1465348,2151515,2150854,619157,2027980
31185,680249,1147844
31186,690330,1704630,1111981,2606386,2309132,2354093,753871,1946466,1146727,1598962,1383321,2459885
31187,2461058
31188,920927,1145592,1013498
31189,1522885,216959
31190,1818869,764278,2770385
31191,784545
31192,1994527,308834,1261393
31193,1592185,616682
31194,2758095,725242,2903392,1465594
31195,823534,2253252,916397,1314666,397183,898283,2460736,2266600,1961311,765009
31196,2345674,1636171,2871253,839499,241461,1274400,1982555,2656152,1014880,2596674
31197,655967
31198,1749401,1758131,974504,561264,672419
31199,2935830,2351339,1009845
31200,759314,993753,2661998,1011749,858828,453349
31201,2186524
31202,2273596
31203,2281299,2404693,2605640,2828426,2318793
31204,2774410,951810
31205,2660249,2168553,2776206
31206,1983338
31207,2085253,2267346,2941958,1954806,2793818
31208,2429104
31209,1619658,646552,1283795,233596,782051
31210,1391846
31211,1522107
31212,1720525,1743343,1007290
31213,403748,2548121,1750582,1603811,2755189
31214,2856326
31215,1904556
31216,1628630,2960025,933691,2780710,2125959
31217,2456857,448965,2379488
31218,650770,2760153,1859977,1020585
31219,2735011
31220,2168764
31221,2537804
31222,426346,949187,417969,2014299,1274956,1692512,873299,1766461,938882,1665666,1193716,948174,1110676,1344283,1717449
31223,1257871,2412589,2730831
31224,2192234
31225,795781
31226,2377335
31227,2592307,263981
31228,1381917
31229,739541
31230,529029,1981558,870021,2656632
31231,291676
31232,235441
31233,2646149
31234,2040862
31235,290624,1816796
31236,757135
31237,1083036,1557847,810197,2108949,1326105,210180,2141914,1854170,927817,2257456,230856,2135899
31238,2622679
31239,2677535,2578545
31240,2915685,2464025
31241,2053531,2953681,2013288,2031136
31242,629699,481258,874687,1950621
31243,2856766
31244,2731288
31245,2824615
31246,1593041,2328827
31247,2902322
31248,2591874
31249,2075572
31250,1438673,1653378,2434104,2272458,2858308,2872079,2011086
31251,2329297
31252,2651766,2333126
31253,2561746
31254,2033686,375444,656716,296781
31255,2850676
31256,2546911,2726034
31257,2941989
31258,2070461
31259,1510143,2285240,2535427
31260,2607121,1854583
31261,1997699
31262,1105210
31263,2566600,1782817,975243,2834294,2622193
31264,369899
31265,1279221
31266,2292484,973512,2787036
31267,1101264,1300775,1151504
31268,2428645,1191107
31269,2509573,2846988,2083596,2478626,2267668,2693376
31270,394079
31271,399913
31272,2110410,1028170
31273,239232
31274,2820076,2810718
31275,2714274
31276,1506520
31277,127865
31278,123373
31279,2552714,2309132
31280,1745124
31281,1753090
31282,132738
31283,133584
31284,139792
31285,961819
31286,172027
31287,1352656
31288,1703034,2596674
31289,180014
31290,328677
31291,943243
31292,2743152
31293,753788
31294,140321
31295,1842923
31296,126335
31297,1738690
31298,1083818,421373
31299,162491
31300,862815
31301,397391
31302,123373
31303,1325648
31304,144051
31305,1175903
31306,439740
31307,1241304
31308,2598866
31309,1386350
31310,145906
31311,379441
31312,1687082,439655
31313,1187659
31314,258206
31315,1896920
31316,1744232
31317,1852937
31318,1276802,327817
31319,152836
31320,450618
31321,2009786
31322,155735
31323,193179
31324,128730
31325,1918815
31326,1674936
31327,127495
31328,728996
31329,126335
31330,124204
31331,858304
31332,450618
31333,1515339
31334,1108814
31335,1854157
31336,1031440
31337,310454
31338,445546
31339,963476
31340,1379559
31341,132738
31342,1000739
31343,552718,1871026,742741,253667
31344,693185
31345,903647
31346,486350
31347,152836
31348,1687082
31349,141688
31350,180843
31351,730008
31352,1147823
31353,686884
31354,2596674
31355,1931852,2412589
31356,451300,2046224,2776206
31357,160612
31358,1241304
31359,241461
31360,166006
31361,2530612
31362,1106101
31363,149739
31364,141300
31365,1009845,233596
31366,512312
31367,711389
31368,125465
31369,1430716
31370,130259
31371,168592,125564,158028
31372,1135348
31373,1674806
31374,141761
31375,531077
31376,142179
31377,145906
31378,1565667
31379,126335
31380,1826136
31381,391907
31382,1001122
31383,1217094
31384,2595491
31385,166006
31386,1526453
31387,1368220
31388,1939748
31389,193179
31390,136110
31391,693849
31392,1697200
31393,466944
31394,1433766
31395,2303880
31396,834620
31397,1881176
31398,151551
31399,1931380
31400,1729496
31401,255476,2484216
31402,2357947
31403,2593622
31404,1010328,1200223
31405,147594
31406,183194
31407,131117
31408,127865
31409,125564
31410,583437
31411,251937
31412,126335
31413,2291737
31414,1599225
31415,144585
31416,144714
31417,714372
31418,503972
31419,998947,943243
31420,269172,288472
31421,132738
31422,132135
31423,132738
31424,2044701
31425,1146287
31426,2049728
31427,141688
31428,1882156
31429,2821045
31430,2118219
31431,136110
31432,460573
31433,1469072
31434,2922418,2263252
31435,181453
31436,1463543
31437,1366699
31438,224876
31439,1768942,1015626
31440,655775
31441,2119766
31442,2673990
31443,2451076
31444,2673874
31445,870184
31446,1213752
31447,124204
31448,1113599
31449,987569
31450,1962198
31451,616682
31452,756020
31453,550590
31454,144714
31455,254493
31456,1538250
31457,233596
31458,2051413
31459,1450102
31460,2154123,2070968
31461,1207360
31462,2726960
31463,1763585
31464,125564
31465,166006
31466,1390827
31467,1322053
31468,2668131,2330296,948396,1635675,827986,2965009
31469,1695279
31470,765473
31471,136110
31472,126335
31473,173235
31474,127865
31475,1232187
31476,153475
31477,760309
31478,2826127,263699
31479,131533
31480,2398521
31481,166006
31482,1018841
31483,1805488
31484,174258
31485,1545760
31486,730008
31487,145906
31488,1023159
31489,2955734,2309132
31490,481258
31491,1858651
31492,1295171
31493,145906
31494,131117
31495,172027
31496,1047613
31497,417055,1556013
31498,191514
31499,597314,279859,235441,2668203
31500,2686655
31501,123793
31502,1737394
31503,1675905
31504,148089
31505,1918815
31506,1475816
31507,1312996
31508,384260
31509,1229740
31510,197170
31511,1048184
31512,1005880
31513,1247578
31514,2064568
31515,932347
31516,134393
31517,1962198
31518,619977
31519,1754771
31520,661589
31521,1848727
31522,146684
31523,1829992
31524,945880
31525,166633
31526,158794
31527,1010328,686884
31528,1789714
31529,1309118
31530,1992625
31531,182578
31532,1680252
31533,862815
31534,149913
31535,2340996,2701429,2735011
31536,2546911
31537,1501987
31538,397183
31539,780217
31540,1817701
31541,782051
31542,2315001,160612
31543,1696364
31544,2130962,1955887
31545,2583485
31546,1386350
31547,2015751,1679420
31548,1084380,1797448,403748
31549,1753147,718654,1085416,1316534
31550,1031440,392822
31551,1624526
31552,124204
31553,132738
31554,130259
31555,610093
31556,1263582
31557,921642
31558,172914
31559,149739
31560,218606
31561,126335
31562,1785451
31563,140321
31564,174086,1069879
31565,1108814
31566,127865
31567,694477
31568,125465
31569,193361
31570,1329021
31571,1001122
31572,1496861
31573,1662059
31574,561864
31575,1163553
31576,1692935
31577,1226974
31578,1669291
31579,611674
31580,1770781
31581,532135
31582,848848,664558
31583,1573992
31584,131533
31585,168610
31586,1126394
31587,164593
31588,574286
31589,197170
31590,134393
31591,584125,819428
31592,869052
31593,583572
31594,698153,2440064
31595,925104
31596,1996590
31597,789767,972745
31598,2465813
31599,341294
31600,1697200
31601,1181529
31602,127865
31603,1630965
31604,158028
31605,123793
31606,1076484
31607,350549
31608,131698
31609,1620318,1534987
31610,870184
31611,2783742
31612,550322
31613,124553
31614,127081
31615,1110122
31616,442500
31617,1119245
31618,1462172
31619,902200
31620,144585
31621,187477
31622,127865
31623,450618,516963,174391,136110
31624,193179
31625,1076484
31626,288472
31627,1924050,657626
31628,986324
31629,148089
31630,144931
31631,272388
31632,1636171
31633,1813420
31634,551782
31635,916397
31636,1432504
31637,364172,578153,1154504
31638,2835610,2541835
31639,445150
31640,1501483
31641,253667
31642,1404585,2772670,1253724
31643,765473
31644,1022099
31645,1675905
31646,136110
31647,276763
31648,2459885
31649,858304
31650,2955734
31651,1783600,1596301
31652,1773356
31653,2758251
31654,174086
31655,838983
31656,126335
31657,126335
31658,1920477
31659,123793
31660,467091
31661,153475
31662,199231
31663,127865
31664,1090064
31665,124553
31666,1498329
31667,1482569
31668,1216285
31669,176490
31670,865225
31671,1567172
31672,1729496
31673,2196262
31674,1028680,1661761
31675,185800
31676,127865
31677,1325648
31678,157448
31679,1763585
31680,269172
31681,258206
31682,126335
31683,1647187
31684,183194
31685,336097
31686,1785451,226529,1877932
31687,931734
31688,143094
31689,1420770
31690,472922
31691,2599464
31692,2922418,1088129
31693,2760153
31694,172027
31695,123793
31696,1857455
31697,838207
31698,350461,1178721
31699,2743152
31700,1509299
31701,1731270
31702,1479699
31703,842449
31704,130259
31705,1718885
31706,2048786
31707,1780765,1982555,2439344
31708,365727
31709,2358935,2686855
31710,2463317
31711,480832
31712,449609,151551
31713,986546,1366699
31714,168592
31715,145906
31716,1695279
31717,136110
31718,305868
31719,1057664
31720,1866411
31721,1889597
31722,1613579,727382
31723,124204
31724,1726201
31725,1630499
31726,140321
31727,131117
31728,123373
31729,126335
31730,1338469
31731,174086
31732,1566348
31733,1992625
31734,1099081
31735,141761
31736,123793
31737,145906
31738,174086
31739,1881176,168592
31740,152836
31741,123793
31742,2627277
31743,902200
31744,690634
31745,987536
31746,1223725
31747,390071
31748,141688
31749,146684
31750,2519479
31751,140321
31752,2619062,1675905,1032906
31753,1106101
31754,183194
31755,1210197,144051
31756,147440
31757,181453
31758,417055
31759,1300249
31760,945880
31761,1515339
31762,152662
31763,519571,370717
31764,1175903
31765,832622
31766,985087
31767,1821947,451969
31768,155735
31769,255986
31770,193361
31771,131698
31772,1435687
31773,1631851
31774,757774
31775,125564
31776,154002
31777,1528337
31778,124204
31779,138431
31780,1679420,1813420
31781,1459683,1764436
31782,1809616,313568
31783,1711936
31784,344877
31785,1329072,1294852
31786,160612
31787,224876
31788,1692989,1409027
31789,181737
31790,178058
31791,193361
31792,146684
31793,126335
31794,188485
31795,1237986,1328587,753003,609338
31796,212624
31797,2069605,2434104,299080,2824615,331370
31798,614741,1555216
31799,975243
31800,2475563,1235119,2639042,2840984,2479556,2579463,1245038,2566975,2750726,885960,394777
31801,2227585
31802,297536,1844025
31803,279547
31804,131117
31805,125465
31806,1726756
31807,1375928
31808,1708628
31809,532135
31810,149739
31811,1935592,2330296
31812,185800
31813,2876727
31814,2244325
31815,538143
31816,1949394,187984
31817,185182,199231
31818,653200,1892058
31819,693185
31820,1226293
31821,1402874
31822,862815,170762
31823,1950240
31824,2237227
31825,914136
31826,126335
31827,865225
31828,1695279
31829,152662
31830,1229740
31831,134393
31832,1294660
31833,145417
31834,2586703
31835,782079
31836,131698
31837,124204
31838,355463
31839,1541730
31840,1163129,1198628
31841,449609
31842,1173025
31843,1472591
31844,585830
31845,616682
31846,1546247
31847,138431
31848,1091440
31849,1450102
31850,166633
31851,354557
31852,1050242
31853,144585
31854,938882,2859490
31855,1238932
31856,1940985
31857,645661
31858,465080
31859,132738
31860,1954806
31861,957927
31862,458919
31863,364862
31864,235441,1188264
31865,489770,1922124
31866,458666
31867,766885,640617
31868,308000,742741
31869,2062332,1601008
31870,2605192
31871,1085150
31872,1685489
31873,2794512,230856,2238060
31874,2376757,778237
31875,2595752,682043,664127
31876,1717057
31877,2623904,1750560,1692512,368245,1390540
31878,1571668
31879,1894639,1798233,845730,675335
31880,130259
31881,149913
31882,154823
31883,1973664
31884,216159
31885,1076484
31886,174086
31887,153475,1337205
31888,168610
31889,125424
31890,1359622
31891,168610
31892,269172
31893,1077123
31894,1880626,1003076,1422568
31895,1946466,2273951,561215
31896,2884139
31897,1193716
31898,1752487,1460606
31899,2202458
31900,131533
31901,479885
31902,1311397
31903,132738
31904,134015
31905,1317846,1114441
31906,2592307
31907,125465
31908,1547971,1339136
31909,188052
31910,152836
31911,174086
31912,1030312
31913,138431
31914,1675905,721403
31915,1613854
31916,1375793
31917,1686260
31918,1345080
31919,1173025
31920,1024498
31921,123793
31922,1295171
31923,1934641
31924,2019803
31925,1102551,1561294
31926,1932569
31927,245079
31928,1768421
31929,1495368
31930,563117
31931,126335
31932,151551
31933,1015626
31934,137585
31935,928269
31936,1230882
31937,146684
31938,127865
31939,137585
31940,1220393
31941,2083361,959200
31942,549751
31943,802815
31944,1246981
31945,1764436
31946,1309118
31947,124204
31948,865225
31949,138431
31950,1126889
31951,2011987
31952,123793
31953,138431
31954,227716
31955,132135
31956,1859039
31957,1215281
31958,755371
31959,1273589
31960,633179
31961,1528722
31962,709832
31963,2752000
31964,1967750
31965,133584
31966,130727
31967,131117
31968,1769705
31969,815826
31970,145906
31971,183194
31972,1459957,1459957
31973,1142945,1429022
31974,958423
31975,125465
31976,172914,141761
31977,313671
31978,123793
31979,1175903
31980,2650470,1364569
31981,1213427
31982,1737394
31983,1626903,1937688
31984,169179
31985,1064397,141688
31986,932152,309634
31987,2279061
31988,1869763
31989,123793
31990,126335
31991,136110
31992,1958416,1362593
31993,180843
31994,1145592
31995,730008
31996,1425193
31997,154002
31998,755371
31999,136860
32000,194182
32001,616682
32002,907548
32003,153475
32004,140321
32005,130727
32006,125465
32007,241461
32008,753003,1877137,1396878
32009,1498329
32010,126335
32011,503972
32012,166633
32013,138431
32014,174086,183194
32015,532135,265806
32016,795320
32017,1334351,2829293
32018,966875
32019,2307629
32020,2057975
32021,2586703
32022,144727
32023,815195
32024,1792993
32025,174086
32026,965001
32027,130259
32028,216959
32029,1520680
32030,1010926
32031,174086
32032,755371
32033,618661
32034,1695878
32035,276763
32036,2659203,2006660,2845279
32037,778237,2356401
32038,2799298
32039,1930368
32040,123793
32041,174086
32042,137585,176490
32043,136860
32044,1260666
32045,123373
32046,1415190
32047,1918309
32048,1049084
32049,1129763
32050,396259
32051,1459539
32052,1976130
32053,172027,1205802,1994009,2086426
32054,227818
32055,313568
32056,773361,884737,498544,1453647
32057,389631
32058,192258
32059,130259
32060,638318
32061,1099081
32062,1749401,924335
32063,1630965,1776280
32064,146684
32065,902478
32066,168592
32067,1730182
32068,1687082,948174
32069,553143
32070,127865
32071,128959
32072,123793
32073,2651766,1562701
32074,2674810
32075,2588782
32076,2010548
32077,131117
32078,741980
32079,141300
32080,1675905
32081,164593,145906
32082,123373
32083,1031440
32084,132738
32085,1440124
32086,280734
32087,305868,151551
32088,1729232
32089,1143588
32090,1882731
32091,987052
32092,1422568
32093,773497
32094,1746190
32095,362332
32096,2740079,2646149,2670461,2909134,631251
32097,2086931,1971393,2381464,2544575
32098,2668216
32099,243449
32100,1882156
32101,1146287
32102,148690
32103,1238932
32104,2251739
32105,1257812
32106,2201799,1696364
32107,1944753
32108,199457
32109,134849,1515339
32110,154002
32111,127865
32112,638318
32113,832622
32114,137585,403038
32115,1458403
32116,141761
32117,1582012
32118,2080312
32119,525014
32120,1273589
32121,315240
32122,128959
32123,439655
32124,2087286
32125,1711225
32126,231133
32127,2148471,2845075,2171304,187984,365727
32128,2204233
32129,2527457,2778191,498544,2909134
32130,293358,2363816
32131,1869517
32132,546688
32133,1769937
32134,2753495
32135,2412589
32136,2903392
32137,303292
32138,733561
32139,175496
32140,1399602,391907
32141,123793
32142,1851598
32143,555063
32144,815527
32145,125564
32146,193179
32147,169961
32148,343444
32149,2595829,2021815
32150,1361212,1294261,2732613,2506121,2778191,2221349
32151,2581384,594135,1894639
32152,222762,914568,1640972
32153,1675905
32154,130259
32155,2155094
32156,153475
32157,125564
32158,168592
32159,272388
32160,1744232,940367
32161,131533
32162,1987884
32163,1769937
32164,187477
32165,1528722,1720525
32166,864981
32167,171284
32168,2155094
32169,1001122
32170,1237090
32171,1362593
32172,228702
32173,615644
32174,2118219,1944753,456514
32175,1998313
32176,204063
32177,133584
32178,293711,1730182
32179,1522670
32180,1410653
32181,126335
32182,451969
32183,1378631
32184,948174
32185,450618
32186,903647
32187,195124
32188,638318
32189,1271853
32190,155381
32191,123793
32192,182578
32193,174086
32194,499380
32195,1540425
32196,361530
32197,333479
32198,2635020,2001228
32199,2599988
32200,1384766,1808106,1384766,1650899,2104233,2047735
32201,1592991,2363191,276056
32202,2214689,2672907,1573992,843274,2650253
32203,568429
32204,2162634,1263144,2893615,2481749,2039249,1296975
32205,664127,2706963
32206,180843
32207,136110
32208,174086
32209,241019
32210,1308013
32211,854404,2058499
32212,1383415
32213,123793
32214,1417294,746366
32215,615009
32216,138431
32217,1390212
32218,628492
32219,1849737
32220,1309537
32221,729362
32222,124553
32223,1869763
32224,1415952
32225,179124
32226,131117
32227,262756
32228,2463317
32229,1283795
32230,131117
32231,921642
32232,694477
32233,136860
32234,131533
32235,240137
32236,129831
32237,721403
32238,174086
32239,1018841
32240,1435687
32241,145906
32242,152510,1767052
32243,2412589
32244,152510
32245,2877562
32246,638318
32247,963476
32248,127865
32249,1717449,2916826
32250,976594
32251,2575124,2595752,394079
32252,1879504
32253,178058
32254,887454
32255,545632
32256,1112955
32257,1621646
32258,551782
32259,789767,1455272
32260,131533
32261,145906
32262,1254547
32263,483545
32264,774379,637032
32265,1811845
32266,2417674
32267,1547971
32268,172027
32269,1069879
32270,141688
32271,2862443
32272,2074214,1346753,2738264
32273,344877
32274,258206
32275,2743152
32276,152662
32277,283978
32278,948174
32279,124204
32280,178058
32281,166633
32282,396894
32283,1647277
32284,184374
32285,222762
32286,399913
32287,362332
32288,466944
32289,125424
32290,503972
32291,1310462
32292,1662059
32293,580060
32294,1210197
32295,396894
32296,1496340
32297,846616
32298,1858651
32299,136110,1859039
32300,963476
32301,1414833
32302,1226293,144051
32303,1335648,385798
32304,1498329
32305,1467760,511441
32306,493265
32307,1275627
32308,1001857
32309,190238,1991314
32310,1333481
32311,323450
32312,126335
32313,1164793
32314,879997
32315,1766461,1247578,2125959,1982904,600482
32316,2239596
32317,2444721,1424883
32318,1364866,1981995
32319,1800440
32320,1225430
32321,162634
32322,1859768
32323,152662
32324,1031440
32325,1673120
32326,2732591
32327,1841429,319514
32328,1198944
32329,1165567
32330,1849737
32331,1626903
32332,1636171,1133906
32333,1459539
32334,1510617,1422762
32335,199457
32336,145906
32337,1967750
32338,1404981
32339,145906
32340,655775
32341,1265357
32342,1971222
32343,125465
32344,137585
32345,2239063
32346,1967750
32347,1733365,2251739,2590650
32348,1895348
32349,686884
32350,730008
32351,2444237,972745
32352,1458403
32353,159931
32354,1340234
32355,2392287
32356,131698
32357,834620
32358,929570
32359,168592
32360,566327
32361,1215281
32362,123793
32363,1082379
32364,1238932
32365,1379559
32366,730008
32367,429191
32368,152662
32369,1527946
32370,1265357
32371,127865
32372,127081
32373,199457
32374,159395
32375,172027
32376,931734
32377,132738
32378,1845636
32379,287235,1166927,377662,658706
32380,1730589
32381,2752000
32382,136110
32383,534612
32384,175496
32385,1942313
32386,124553
32387,276763
32388,716072
32389,254238
32390,591636
32391,684381
32392,2758287
32393,2494898
32394,1892058
32395,981993
32396,1717957
32397,295072
32398,1090064
32399,2063202
32400,2493982
32401,424962,655775,1698166
32402,127865
32403,127081
32404,1424883
32405,1063576
32406,240913
32407,2876727
32408,2002292,2642307,2343090,2872079,2347853
32409,921642
32410,1530271
32411,326908
32412,925665,784545
32413,280734,1119245
32414,374312
32415,1646340,1906757
32416,1928796
32417,1446293
32418,1846864
32419,182915
32420,310735
32421,2229395
32422,208647
32423,126335
32424,1744232
32425,132135
32426,392822
32427,154002
32428,143094
32429,1076484
32430,782051
32431,673917
32432,389631
32433,123793
32434,1463543
32435,126335
32436,358662
32437,695314
32438,278878
32439,2587651,306500
32440,2641483
32441,1223725,2543997,2628747
32442,1871370
32443,797218,1155639
32444,1271400
32445,123793
32446,921642
32447,144585
32448,124204
32449,1615177
32450,1444142
32451,149739
32452,1446293
32453,2493150,766885
32454,441162
32455,1361906,235441,582430
32456,2367913,2824615,2885039,235073
32457,130259
32458,1754771,1378631
32459,1209909
32460,125465,631251
32461,180843
32462,632507
32463,1625102
32464,1949394
32465,638318,1396878
32466,1334632
32467,958423
32468,1335648
32469,174086
32470,159931
32471,1623440
32472,1524526
32473,455720
32474,1155299
32475,858304
32476,151551
32477,1050242,452942
32478,1980086
32479,1498329
32480,617013
32481,131117
32482,1226293
32483,154823
32484,2530612
32485,2728805
32486,136110
32487,733561
32488,1978193
32489,128959
32490,172027
32491,1570102
32492,174086
32493,197170,171284
32494,1678888
32495,149739
32496,667268
32497,131117
32498,1056939
32499,131698
32500,146684
32501,1460606
32502,364092
32503,2553295
32504,549751,279859,1706067,1547051
32505,222318,1278211,484978
32506,344877,1225471,1564333
32507,782051,2926997
32508,2080312
32509,1229740
32510,1808470
32511,757135
32512,832622
32513,1731270
32514,154002
32515,337074
32516,1172052
32517,197170
32518,1693615
32519,258206
32520,467817
32521,1149283
32522,1082384
32523,866304
32524,2898794,1913424
32525,803339
32526,450618
32527,2201631
32528,123793
32529,918397
32530,1934214
32531,258206
32532,1787191
32533,727382
32534,1551720
32535,730008
32536,1937688
32537,1573992
32538,1327789,1277646
32539,2740458,759314
32540,293358
32541,154652
32542,136110
32543,405258
32544,1309537
32545,131117,948002
32546,849468,544964
32547,126335
32548,130259
32549,154002
32550,1694131
32551,1800440,126335
32552,1992625
32553,1000270
32554,1662825,2463317
32555,925665
32556,1011971
32557,163328
32558,162634
32559,197170
32560,2456539
32561,1303995
32562,1207217
32563,1800440
32564,870184
32565,1851598
32566,236557
32567,1310462,838983
32568,2758287
32569,961819
32570,1249033
32571,1737394
32572,1869056
32573,123373
32574,1082384
32575,472333
32576,671761
32577,124204
32578,617766
32579,126335
32580,2595491,2779191
32581,1083638
32582,123373
32583,1226293
32584,985087
